y_High,y_Low,y_Today,y_Direction,Lag1,Lag2,Lag3,Lag4,Lag5,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,FXI.Lag1,FXI.Lag2,FXI.Lag3,FXI.Lag4,FXI.Lag5,FXI.P1,FXI.P2,FXI.P3,FXI.P4,FXI.P5,FXI.P6,FXI.P7,FXI.P8,FXI.P9,FXI.P10,EWU.Lag1,EWU.Lag2,EWU.Lag3,EWU.Lag4,EWU.Lag5,EWU.P1,EWU.P2,EWU.P3,EWU.P4,EWU.P5,EWU.P6,EWU.P7,EWU.P8,EWU.P9,EWU.P10,EWJ.Lag1,EWJ.Lag2,EWJ.Lag3,EWJ.Lag4,EWJ.Lag5,EWJ.P1,EWJ.P2,EWJ.P3,EWJ.P4,EWJ.P5,EWJ.P6,EWJ.P7,EWJ.P8,EWJ.P9,EWJ.P10,EWG.Lag1,EWG.Lag2,EWG.Lag3,EWG.Lag4,EWG.Lag5,EWG.P1,EWG.P2,EWG.P3,EWG.P4,EWG.P5,EWG.P6,EWG.P7,EWG.P8,EWG.P9,EWG.P10,VIX.Lag1,VIX.Lag2,VIX.Lag3,VIX.Lag4,VIX.Lag5,VIX.P1,VIX.P2,VIX.P3,VIX.P4,VIX.P5,VIX.P6,VIX.P7,VIX.P8,VIX.P9,VIX.P10
0.001024092,-0.013788495,-0.013162978,Down,0.009444634,-0.013680233,-0.013569529,0.002561881,-0.005521846,0.014443416,0.111609692,-0.005473425,0.010140244,0.008889373,0.023998327,0.040001772,0.033716937,0.073461866,0.017826421,0.006605152,-0.018522738,-0.019584922,-0.000457499,-0.002514196,-0.381635701,-0.091094527,-0.013589655,0.011609537,0.014448748,0.050254639,0.101856606,0.069267154,0.070673669,0.014330117,0.006532479,-0.012602795,0.000540956,0.014618261,-0.004945097,0.438942282,0.227669049,0.000871708,0.010446407,0.010647923,0.029297042,0.07468896,0.04143938,0.068390619,0.009340659,0.008554338,-0.001725643,0.00172267,0.011216588,-0.003490461,-0.792365743,0.049507825,0.008802225,0.006405583,0.010320233,0.030034618,0.053799862,0.035168628,0.054704944,0.010353731,0.024527044,-0.013290269,-0.008153178,0.023910005,-0.001440933,-0.255359075,-0.11257523,0.013566322,0.017943371,0.011683281,0.03594723,0.062012373,0.048264374,0.074366267,0.012770415,-0.089552292,0.157534337,0.098722363,-0.073453608,0.015606242,0.014443416,0.111609692,0.058690745,0.107065169,0.086349673,0.293089262,0.557031593,0.211637985,0.267387984,0.155412594
0.01336851,-0.007062675,0.012796589,Up,-0.013162978,0.009444634,-0.013680233,-0.013569529,0.002561881,0.096639051,0.167921595,-0.012873795,0.010942195,0.00898168,0.023626463,0.040035661,0.024309293,0.073431674,0.015019686,-0.027885364,0.006605152,-0.018522738,-0.019584922,-0.000457499,0.589354172,0.740941277,-0.029007231,0.014420456,0.014706026,0.048270457,0.102001127,0.047895657,0.070551778,0.018446553,-0.018292674,0.006532479,-0.012602795,0.000540956,0.014618261,-0.399042844,-0.141728279,-0.015391328,0.013538555,0.010588386,0.02828522,0.075561964,0.042381666,0.067633843,0.011647227,-0.017406479,0.008554338,-0.001725643,0.00172267,0.011216588,0.091064137,0.076580803,-0.008970179,0.011256156,0.010463854,0.028807811,0.054048348,0.036317775,0.054482043,0.011324064,-0.017468755,0.024527044,-0.013290269,-0.008153178,0.023910005,0.276890904,0.160587241,-0.005883131,0.020636028,0.011774826,0.035120617,0.062424699,0.049023791,0.07400689,0.012504466,0.105388608,-0.089552292,0.157534337,0.098722363,-0.073453608,0.096639051,0.167921595,0.128511421,0.113129852,0.086872324,0.234220775,0.549099778,0.207871669,0.271120049,0.152806653
0.014573112,0.000920397,0.014233964,Up,0.012796589,-0.013162978,0.009444634,-0.013680233,-0.013569529,-0.13978889,-0.002975406,0.00352076,0.013522739,0.009048577,0.023493493,0.039867996,0.024436035,0.073581047,0.02057651,0.016690311,-0.027885364,0.006605152,-0.018522738,-0.019584922,-0.516298617,0.031086701,-0.004131734,0.01911696,0.014785814,0.046516587,0.101869838,0.045012039,0.070662509,0.010817332,0.008791372,-0.018292674,0.006532479,-0.012602795,0.000540956,-0.049593366,-0.210728355,-0.003722195,0.011921853,0.010631471,0.027408631,0.076348731,0.043198013,0.066951822,0.009413068,0.010335954,-0.017406479,0.008554338,-0.001725643,0.00172267,-0.492142512,-0.304371422,0.001034672,0.011051029,0.010483822,0.027782684,0.054094903,0.03727801,0.054440282,0.008657944,0.021625204,-0.017468755,0.024527044,-0.013290269,-0.008153178,-0.728007503,-0.325831204,0.014436239,0.020043731,0.011979855,0.038617473,0.062594347,0.05013769,0.073859027,0.016997132,-0.079258827,0.105388608,-0.089552292,0.157534337,0.098722363,-0.13978889,-0.002975406,0.003408397,0.114602029,0.087021556,0.234243456,0.543488881,0.207857112,0.27376008,0.178811318
0.002297508,-0.006492616,-0.004173391,Down,0.014233964,0.012796589,-0.013162978,0.009444634,-0.013680233,0.131625468,0.079109108,0.015944658,0.014119289,0.009151648,0.023680596,0.039587004,0.024257695,0.073831383,0.01364016,0.019864416,0.016690311,-0.027885364,0.006605152,-0.018522738,0.160542657,0.147525561,0.016534304,0.021420578,0.014805643,0.044219376,0.101301278,0.041489283,0.071142043,0.012272835,0.024128444,0.008791372,-0.018292674,0.006532479,-0.012602795,0.119859649,0.037027334,0.019014236,0.01718249,0.010863069,0.035900004,0.076994009,0.044083757,0.066392454,0.013572204,-0.001725643,0.010335954,-0.017406479,0.008554338,-0.001725643,0.057659992,-0.277170021,-0.00034501,0.011047349,0.010425237,0.027361166,0.054278889,0.037672845,0.054275239,0.006950478,0.018822883,0.021625204,-0.017468755,0.024527044,-0.013290269,0.390021874,0.140761045,0.026559913,0.020439952,0.01213011,0.057125333,0.062559641,0.051409169,0.073889276,0.011398963,-0.121177149,-0.079258827,0.105388608,-0.089552292,0.157534337,0.131625468,0.079109108,-0.106055917,0.127242677,0.087732053,0.233065265,0.539304965,0.20861328,0.275728689,0.098255692
0.01079595,0.000950248,0.010186573,Up,-0.004173391,0.014233964,0.012796589,-0.013162978,0.009444634,-0.114434851,-0.035054613,0.007791779,0.01196852,0.009161952,0.024167717,0.039359281,0.023793384,0.074034262,0.008847568,0.008343147,0.019864416,0.016690311,-0.027885364,0.006605152,0.057484114,0.129671056,0.020046394,0.019055395,0.01482188,0.041829937,0.100595679,0.042020036,0.071737159,0.015074235,-0.009199094,0.024128444,0.008791372,-0.018292674,0.006532479,-0.359603091,-0.238896796,0.007194195,0.016528594,0.010881164,0.0356124,0.077664949,0.044349155,0.06581084,0.008676789,0.005150175,-0.001725643,0.010335954,-0.017406479,0.008554338,0.221583322,0.086637863,0.003791107,0.011265855,0.010436354,0.026939994,0.054380189,0.038067355,0.05418437,0.006018895,-0.016701547,0.018822883,0.021625204,-0.017468755,0.024527044,0.36214058,0.569639915,0.00335145,0.021318055,0.012241969,0.055966507,0.062683046,0.052449019,0.073781718,0.013956699,0.054555374,-0.121177149,-0.079258827,0.105388608,-0.089552292,-0.114434851,-0.035054613,-0.033431755,0.099607003,0.087904981,0.22891429,0.534137129,0.211277395,0.278160251,0.092746671
0.004790199,-0.006084813,-0.003429896,Down,0.010186573,-0.004173391,0.014233964,0.012796589,-0.013162978,-0.083707702,-0.096746246,0.01403161,0.012059819,0.009194666,0.024435716,0.038961652,0.023537936,0.07438851,0.009836354,-0.003255111,0.008343147,0.019864416,0.016690311,-0.027885364,-1.360459476,-0.513839495,0.01376514,0.019320363,0.014820065,0.040380126,0.099886019,0.043353161,0.072335699,0.010077338,0.014925364,-0.009199094,0.024128444,0.008791372,-0.018292674,0.075341861,-0.082513113,0.01812651,0.017454437,0.010991772,0.041026915,0.078178496,0.044985526,0.065365665,0.008055827,0.008510747,0.005150175,-0.001725643,0.010335954,-0.017406479,-0.269042555,-0.10342593,0.011361745,0.011258544,0.010466813,0.031395455,0.054352749,0.038827292,0.054208985,0.007712104,0.015078894,-0.016701547,0.018822883,0.021625204,-0.017468755,-0.077495085,0.279278266,0.014180489,0.019635433,0.012331934,0.054670624,0.062598201,0.053611855,0.073855668,0.012838341,-0.087833828,0.054555374,-0.121177149,-0.079258827,0.105388608,-0.083707702,-0.096746246,-0.093208472,0.099335528,0.088250157,0.225327397,0.530847143,0.213579478,0.27970825,0.045590882
0.000335661,-0.00661161,-0.00426531,Down,-0.003429896,0.010186573,-0.004173391,0.014233964,0.012796589,0.097090223,0.016509206,0.004591213,0.008998752,0.009201818,0.024882691,0.038593427,0.023111892,0.074716561,0.01094159,-0.023073149,-0.003255111,0.008343147,0.019864416,0.016690311,0.246799369,-0.243967953,-0.012821004,0.017441111,0.014933466,0.039246156,0.099286711,0.044395865,0.072841167,0.0088095,-0.010775902,0.014925364,-0.009199094,0.024128444,0.008791372,0.153219782,0.079620608,0.001618926,0.015228513,0.011036397,0.040411082,0.078832753,0.045550477,0.064798513,0.0097245,-0.008583802,0.008510747,0.005150175,-0.001725643,0.010335954,-0.127947573,-0.126421858,-4.14E-08,0.007825909,0.010501269,0.030942986,0.054426587,0.039248955,0.05414275,0.009466394,-0.026019686,0.015078894,-0.016701547,0.018822883,0.021625204,-0.638931008,-0.195932724,-0.014211393,0.022206372,0.012602805,0.054137949,0.062810337,0.05408984,0.073670773,0.012689425,0.025448292,-0.087833828,0.054555374,-0.121177149,-0.079258827,0.097090223,0.016509206,-0.031155396,0.076859599,0.088092575,0.219786753,0.527912977,0.217135488,0.281088829,0.166874294
0.011784651,0.000918596,0.010562797,Up,-0.00426531,-0.003429896,0.010186573,-0.004173391,0.014233964,-0.192540442,-0.128404818,-0.002200612,0.008975467,0.009184742,0.025471552,0.038347057,0.022550608,0.074936053,0.006993509,-0.002384536,-0.023073149,-0.003255111,0.008343147,0.019864416,-0.503890281,-0.433777703,-0.015169368,0.015912291,0.014923772,0.037926318,0.098786252,0.030937427,0.073263263,0.007642704,-0.002701146,-0.010775902,0.014925364,-0.009199094,0.024128444,0.251593425,0.328076272,-0.004410442,0.015486626,0.011033726,0.040180326,0.079545926,0.045762168,0.064180288,0.008690902,-0.00953195,-0.008583802,0.008510747,0.005150175,-0.001725643,0.212281834,0.068038909,-0.008250199,0.008044176,0.010541575,0.030762103,0.054620122,0.039417522,0.053969141,0.006071184,-0.011739662,-0.026019686,0.015078894,-0.016701547,0.018822883,-0.254905692,-0.37037625,-0.021852637,0.019943194,0.012650015,0.054214013,0.063184676,0.054021585,0.073344505,0.007502715,0.067924424,0.025448292,-0.087833828,0.054555374,-0.121177149,-0.192540442,-0.128404818,0.049801868,0.086443755,0.087692206,0.210597409,0.522555142,0.216004323,0.283609789,0.058759037
0.002363877,-0.005124311,-2.90E-05,Down,0.010562797,-0.00426531,-0.003429896,0.010186573,-0.004173391,0.032783356,-0.054954942,0.006629828,0.007857156,0.009242538,0.025810025,0.03800153,0.022227985,0.075243882,0.010856083,0.004509994,-0.002384536,-0.023073149,-0.003255111,0.008343147,-0.014120296,-0.324277919,-0.007631747,0.012127391,0.014910065,0.037558018,0.098155249,0.031281292,0.073795463,0.007142833,0.003767514,-0.002701146,-0.010775902,0.014925364,-0.009199094,-0.566611194,-0.115029843,0.000107711,0.01050984,0.01103903,0.039853605,0.080178563,0.046061894,0.063631878,0.009766684,0.012831427,-0.00953195,-0.008583802,0.008510747,0.005150175,-0.493837644,-0.251745658,0.002916955,0.010174833,0.01058811,0.030370418,0.054583835,0.039782539,0.054001693,0.006878762,0.01195084,-0.011739662,-0.026019686,0.015078894,-0.016701547,0.043172508,-0.309952761,-0.004687921,0.018121033,0.012699342,0.053871812,0.063366151,0.054328652,0.073186334,0.012420192,-0.076610505,0.067924424,0.025448292,-0.087833828,0.054555374,0.032783356,-0.054954942,-0.023796034,0.073768261,0.088023823,0.204670132,0.518365186,0.189712684,0.28558124,0.081909374
0.009668702,0.000700957,0.009552378,Up,-2.90E-05,0.010562797,-0.00426531,-0.003429896,0.010186573,-0.0202927,-0.046998046,0.003960458,0.007269217,0.00923099,0.021163365,0.037706969,0.021875381,0.075506308,0.007526757,-0.000474886,0.004509994,-0.002384536,-0.023073149,-0.003255111,0.26672823,0.126746038,-0.003219153,0.010576151,0.014909077,0.037132743,0.097514189,0.031678351,0.074336145,0.009090933,-0.004867636,0.003767514,-0.002701146,-0.010775902,0.014925364,0.304731746,0.165519199,-0.004843986,0.009798553,0.011000415,0.039392703,0.080974531,0.046484715,0.062941882,0.005968557,0.001707959,0.012831427,-0.00953195,-0.008583802,0.008510747,0.353919839,0.182310659,0.003599593,0.009995819,0.0105725,0.029557864,0.054593246,0.04053977,0.05399325,0.006013724,-0.003527363,0.01195084,-0.011739662,-0.026019686,0.015078894,0.169815599,-0.048540129,-0.005472549,0.017006097,0.01263997,0.053441211,0.061545724,0.054715045,0.072873198,0.009943217,-0.015919871,-0.076610505,0.067924424,0.025448292,-0.087833828,-0.0202927,-0.046998046,-0.023941114,0.066304661,0.087888325,0.200579062,0.513880733,0.167798666,0.287691258,0.058858442
0.00409391,-0.000852308,0.004058202,Up,0.009552378,-2.90E-05,0.010562797,-0.00426531,-0.003429896,0.050547072,0.005530437,0.01109527,0.007107592,0.00927751,0.02501766,0.037304941,0.022005475,0.075864474,0.008961463,0.014048123,-0.000474886,0.004509994,-0.002384536,-0.023073149,-0.074695028,0.028008104,0.012421152,0.013648214,0.014930513,0.035695965,0.096598297,0.031366896,0.075108625,0.007532933,0.017534657,-0.004867636,0.003767514,-0.002701146,-0.010775902,-0.266759238,-0.100703453,0.012263381,0.010805313,0.011151093,0.041389997,0.075707539,0.047698241,0.06241445,0.007494593,0.006785232,0.001707959,0.012831427,-0.00953195,-0.008583802,0.711666068,1.53535417,0.009763483,0.009696422,0.010593292,0.031586164,0.054547257,0.04191094,0.054034504,0.007692329,0.029109706,-0.003527363,0.01195084,-0.011739662,-0.026019686,-0.478807521,-0.213253203,0.024202123,0.021315918,0.012967037,0.051495233,0.061511015,0.05646123,0.072903512,0.010376998,-0.105606193,-0.015919871,-0.076610505,0.067924424,0.025448292,0.050547072,0.005530437,-0.101557914,0.071311867,0.088511778,0.201824966,0.510956977,0.176596882,0.289066939,0.077879516
0.002055355,-0.003428696,0.001595026,Up,0.004058202,0.009552378,-2.90E-05,0.010562797,-0.00426531,-0.073962778,-0.027288696,0.011150178,0.006293809,0.009245624,0.028553397,0.039960453,0.022614532,0.076335155,0.004950438,0.006282,0.014048123,-0.000474886,0.004509994,-0.002384536,0.050271082,0.116614448,0.014301215,0.006450478,0.014804707,0.034588448,0.095407375,0.0324027,0.076113071,0.004428858,0.004759396,0.017534657,-0.004867636,0.003767514,-0.002701146,0.094193278,-0.019767665,0.013289065,0.008759333,0.011152886,0.04467444,0.063372798,0.04924145,0.061987586,0.004782173,0.011735353,0.006785232,0.001707959,0.012831427,-0.00953195,-1.944333946,-0.188460815,0.016876994,0.009103091,0.010657817,0.041739522,0.05436313,0.043835152,0.054199673,0.005042059,-0.000342643,0.029109706,-0.003527363,0.01195084,-0.011739662,0.39486009,0.264608911,0.018492696,0.015898329,0.012961573,0.049254927,0.06143775,0.058471525,0.072967499,0.005158184,-0.044247788,-0.105606193,-0.015919871,-0.076610505,0.067924424,-0.073962778,-0.027288696,-0.112601163,0.066632613,0.087817993,0.211601896,0.510054078,0.205072236,0.289491769,0.064669843
-5.24E-05,-0.003899457,-0.000314408,Down,0.001595026,0.004058202,0.009552378,-2.90E-05,0.010562797,-0.049289804,-0.063279845,0.007557401,0.004725768,0.009224532,0.029487294,0.041014888,0.023287465,0.076873398,0.005502919,0.003708643,0.006282,0.014048123,-0.000474886,0.004509994,-0.210068936,-0.09091493,0.012343163,0.005326922,0.014805874,0.033402141,0.094164579,0.033512191,0.077161268,0.007214289,-0.000529254,0.004759396,0.017534657,-0.004867636,0.003767514,-0.616149068,-0.307846233,0.008537789,0.008409495,0.011008568,0.042677572,0.063658247,0.0510588,0.061735789,0.009594909,-0.00083898,0.011735353,0.006785232,0.001707959,0.012831427,0.257540213,0.006835638,0.009485124,0.006008035,0.010656689,0.039742116,0.054169968,0.045668479,0.054372946,0.005872462,-0.004819235,-0.000342643,0.029109706,-0.003527363,0.01195084,-0.438806043,-0.117538459,0.007002259,0.014286375,0.012881844,0.047036656,0.061252704,0.060462047,0.073129114,0.011813759,0.070253165,-0.044247788,-0.105606193,-0.015919871,-0.076610505,-0.049289804,-0.063279845,-0.012746801,0.067533,0.087700326,0.215966648,0.509269433,0.202208537,0.289860959,0.0515132
0.001166821,-0.004233928,-0.001063187,Down,-0.000314408,0.001595026,0.004058202,0.009552378,-2.90E-05,0.002453991,-0.04501874,0.004245222,0.004067676,0.009195841,0.028158534,0.040492061,0.024548109,0.077337018,0.003862093,-0.000928138,0.003708643,0.006282,0.014048123,-0.000474886,-0.421518551,-0.336078004,0.006820957,0.006106941,0.014693957,0.032129483,0.09313993,0.034702443,0.078025476,0.007455825,0.004739473,-0.000529254,0.004759396,0.017534657,-0.004867636,-0.091996547,-0.331591355,0.008925771,0.00841017,0.011001806,0.04405674,0.048989652,0.053806536,0.061469707,0.008461105,0.017312296,-0.00083898,0.011735353,0.006785232,0.001707959,0.090211051,-0.02866705,0.019670377,0.007377147,0.010779561,0.054110299,0.059249477,0.04843289,0.054662081,0.004958615,0.002746176,-0.004819235,-0.000342643,0.029109706,-0.003527363,0.103876003,-0.023347513,0.005037179,0.013994307,0.01288096,0.043546615,0.061071579,0.063593767,0.073287304,0.009675121,-0.022653722,0.070253165,-0.044247788,-0.105606193,-0.015919871,0.002453991,-0.04501874,-0.012653362,0.063284352,0.086857213,0.225886475,0.507306888,0.195700173,0.290784373,0.084196891
0.00627436,-0.005726006,0.006089228,Up,-0.001063187,-0.000314408,0.001595026,0.004058202,0.009552378,-0.037855317,-0.061242568,0.000411126,0.004279237,0.00903782,0.026569881,0.03981489,0.026055323,0.077937504,0.005423712,-0.00092861,-0.000928138,0.003708643,0.006282,0.014048123,-0.308096543,-0.415524012,0.001442067,0.006202473,0.014520928,0.030480502,0.091902541,0.031075617,0.079069113,0.007927279,-0.001054411,0.004739473,-0.000529254,0.004759396,0.017534657,-0.500277521,-0.455613077,0.002748635,0.007490518,0.010904787,0.040700011,0.049135951,0.048628044,0.061338814,0.00581398,0.007365116,0.017312296,-0.00083898,0.011735353,0.006785232,0.071726827,-0.046897899,0.01850313,0.006700094,0.010799298,0.058039219,0.0666711,0.039799244,0.055049885,0.005742474,-0.001030878,0.002746176,-0.004819235,-0.000342643,0.029109706,0.666787733,1.153851449,-0.001167057,0.01367116,0.012671882,0.039981049,0.060655609,0.05896309,0.073650602,0.007583592,-0.010464356,-0.022653722,0.070253165,-0.044247788,-0.105606193,-0.037855317,-0.061242568,-0.001567193,0.063497295,0.085459519,0.239070241,0.507621631,0.187050351,0.29063628,0.074172119
-0.000118467,-0.003459247,-0.000303431,Down,0.006089228,-0.001063187,-0.000314408,0.001595026,0.004058202,0.010513164,-0.022630558,0.004449434,0.002993115,0.009019724,0.030021611,0.044086981,0.027392712,0.078518928,0.012069475,0.006231128,-0.00092861,-0.000928138,0.003708643,0.006282,0.633508502,0.491635049,0.004823555,0.003622758,0.014525278,0.029488812,0.090645608,0.032008068,0.080129234,0.010958312,0.006286068,-0.001054411,0.004739473,-0.000529254,0.004759396,0.4815845,0.10665308,0.006219691,0.003379563,0.010923827,0.0428844,0.045475556,0.048893904,0.061264312,0.013227514,0.008921399,0.007365116,0.017312296,-0.00083898,0.011735353,-0.802657977,-0.298614174,0.018503291,0.006633438,0.010809375,0.063817639,0.07581235,0.043168281,0.055454293,0.008994338,0.013559309,-0.001030878,0.002746176,-0.004819235,-0.000342643,-0.960551426,-0.008242752,0.01048158,0.006988348,0.012740688,0.046148741,0.07025984,0.05137371,0.074134556,0.027719992,-0.069230769,-0.010464356,-0.022653722,0.070253165,-0.044247788,0.010513164,-0.022630558,-0.053356282,0.05278092,0.085567968,0.250628342,0.508116494,0.20125118,0.290403438,0.141555781
0.003924817,-0.001796401,0.002751181,Up,-0.000303431,0.006089228,-0.001063187,-0.000314408,0.001595026,-0.060743193,-0.054160565,0.002935092,0.00290415,0.009014628,0.029225876,0.043406277,0.028144091,0.079119698,0.003352377,-0.008377889,0.006231128,-0.00092861,-0.000928138,0.003708643,-0.116191939,0.308542851,-0.00347858,0.005578449,0.014335494,0.029062087,0.089243168,0.032409302,0.081312078,0.008628708,-0.002099682,0.006286068,-0.001054411,0.004739473,-0.000529254,-0.878220141,-0.276195692,0.002631638,0.003774793,0.010920111,0.040270228,0.041348539,0.051278018,0.061204462,0.006856593,-0.005709661,0.008921399,0.007365116,0.017312296,-0.00083898,-0.656820218,-0.542890765,0.007229746,0.008951448,0.010808208,0.060736494,0.07535252,0.045939562,0.055858016,0.004091673,-0.002719183,0.013559309,-0.001030878,0.002746176,-0.004819235,-2.193178718,-0.65299366,0.006155981,0.007264783,0.012694286,0.043090834,0.069615666,0.054146557,0.074691822,0.005800103,0.017857143,-0.069230769,-0.010464356,-0.022653722,0.070253165,-0.060743193,-0.054160565,-0.034482759,0.051549565,0.085264332,0.256359375,0.509395643,0.197590895,0.289801575,0.068322981
0.001942873,-0.002642467,-0.00076631,Down,0.002751181,-0.000303431,0.006089228,-0.001063187,-0.000314408,0.033176659,-0.01192176,0.004256328,0.002988211,0.009010564,0.030568195,0.045227415,0.029259369,0.079771203,0.005731514,0.012183877,-0.008377889,0.006231128,-0.00092861,-0.000928138,0.096220432,0.327701937,0.007130971,0.007839051,0.014377284,0.028081154,0.087704011,0.033331639,0.082610231,0.012517409,0.006777973,-0.002099682,0.006286068,-0.001054411,0.004739473,0.218719212,-0.029265493,0.006507233,0.004198735,0.010906375,0.042164828,0.04615553,0.054010158,0.061296522,0.009453702,0.004870028,-0.005709661,0.008921399,0.007365116,0.017312296,0.269825969,-0.300220921,0.005550066,0.008295127,0.010798675,0.057129065,0.074771671,0.0491842,0.056367993,0.007346959,0.008091578,-0.002719183,0.013559309,-0.001030878,0.002746176,0.321756832,-0.473955764,0.010149107,0.00670945,0.012713947,0.045163471,0.074653181,0.051741355,0.075348932,0.014339296,-0.063550037,0.017857143,-0.069230769,-0.010464356,-0.022653722,0.033176659,-0.01192176,-0.066039023,0.036707651,0.085429764,0.265496015,0.511761466,0.226233085,0.288688412,0.081300813
2.36E-05,-0.004778035,-0.00147821,Down,-0.00076631,0.002751181,-0.000303431,0.006089228,-0.001063187,0.033963905,0.026473607,0.00213815,0.0030602,0.008898887,0.029137674,0.044362076,0.030606844,0.080533056,0.004597489,-0.006012729,0.012183877,-0.008377889,0.006231128,-0.00092861,-0.377936494,-0.094658791,0.000462902,0.008552212,0.014205246,0.02700588,0.086021342,0.034342681,0.083784977,0.004862306,0.000521099,0.006777973,-0.002099682,0.006286068,-0.001054411,0.213787761,0.204162669,0.004922573,0.00416792,0.010838349,0.039563807,0.046463929,0.05686287,0.061509101,0.00628267,-0.002441078,0.004870028,-0.005709661,0.008921399,0.007365116,0.502739116,0.409903332,0.000488323,0.006369505,0.010667865,0.053516081,0.074042789,0.046452672,0.057007939,0.005709604,0.000337062,0.008091578,-0.002719183,0.013559309,-0.001030878,0.490980454,-0.023055851,0.006786522,0.006916911,0.012645697,0.042137362,0.074116528,0.050590683,0.076122188,0.005414552,0.01083815,-0.063550037,0.017857143,-0.069230769,-0.010464356,0.033963905,0.026473607,-0.034598214,0.041088374,0.085394369,0.279379786,0.514361561,0.21774408,0.287465019,0.093312597
0.000947535,-0.00331163,-0.00296507,Down,-0.00147821,-0.00076631,0.002751181,-0.000303431,0.006089228,0.028265991,0.045857457,-0.000600385,0.003146152,0.008901439,0.027676007,0.04351428,0.031983657,0.081279464,0.004824648,0.012108616,-0.006012729,0.012183877,-0.008377889,0.006231128,0.10254078,-0.090787809,0.009409182,0.009851137,0.014244509,0.025988856,0.084204455,0.035298952,0.079459308,0.00389377,-0.003661109,0.000521099,0.006777973,-0.002099682,0.006286068,-1.373161765,-0.470036463,-0.000313687,0.004777431,0.010773931,0.036662294,0.046138315,0.059495248,0.061801118,0.005243865,0.008871037,-0.002441078,0.004870028,-0.005709661,0.008921399,0.439341949,1.10058086,0.006493473,0.006679163,0.010506586,0.055828289,0.079099418,0.049754483,0.057916577,0.006477712,-0.0030426,0.000337062,0.008091578,-0.002719183,0.013559309,-0.706268417,-0.172852363,0.000473486,0.007304721,0.012614553,0.039035258,0.073160801,0.052716366,0.076944235,0.005766621,0.005032351,0.01083815,-0.063550037,0.017857143,-0.069230769,0.028265991,0.045857457,-0.010668563,0.042810245,0.085351976,0.29579253,0.516406228,0.207708775,0.286502966,0.075276753
0.006186752,0,0.006087633,Up,-0.00296507,-0.00147821,-0.00076631,0.002751181,-0.000303431,0.03909646,0.070944026,-0.003007321,0.002103538,0.008848248,0.026126896,0.042811619,0.033442838,0.081898094,0.004273317,-0.000228618,0.012108616,-0.006012729,0.012183877,-0.008377889,-0.136932578,-0.142948639,0.007180919,0.009781938,0.014170596,0.024622663,0.082557239,0.036583536,0.080857872,0.005489433,-0.001047266,-0.003661109,0.000521099,0.006777973,-0.002099682,0.539929926,0.225205755,-0.001463938,0.004033404,0.010773918,0.033517113,0.045813129,0.05696269,0.062092752,0.0073375,-0.004048516,0.008871037,-0.002441078,0.004870028,-0.005709661,-1.176469359,-0.08199076,0.002109752,0.006262719,0.010455559,0.052274217,0.078237966,0.046164281,0.058668648,0.0048662,0.004040472,-0.0030426,0.000337062,0.008091578,-0.002719183,0.0404339,0.000900484,0.003175067,0.004731976,0.012611776,0.036938762,0.07320953,0.055582713,0.077834804,0.010851102,-0.042728636,0.005032351,0.01083815,-0.063550037,0.017857143,0.03909646,0.070944026,-0.038073262,0.036308679,0.084772068,0.316465073,0.517508088,0.21564784,0.28598452,0.066215199
-0.00076976,-0.009034653,-0.004559235,Down,0.006087633,-0.00296507,-0.00147821,-0.00076631,0.002751181,-0.040442999,0.010055256,0.002365041,0.003659167,0.008862129,0.024986387,0.042968699,0.034264975,0.082588064,0.006186752,0.002052319,-0.000228618,0.012108616,-0.006012729,0.012183877,0.133482116,0.009255325,0.005180458,0.007978922,0.014111488,0.023522785,0.081035745,0.037617712,0.082149691,0.008268282,0.001568263,-0.001047266,-0.003661109,0.000521099,0.006777973,0.861957972,2.399594044,-0.000731361,0.003863709,0.010709009,0.030520077,0.045599508,0.044661241,0.062284332,0.007372249,0.00242318,-0.004048516,0.008871037,-0.002441078,0.004870028,0.05953831,-0.123669363,0.0025915,0.005289467,0.010451473,0.048891846,0.077321891,0.040771503,0.059468406,0.00487015,0.0040241,0.004040472,-0.0030426,0.000337062,0.008091578,0.126834852,0.027044222,0.00451392,0.004218402,0.012611804,0.037782863,0.076437114,0.037040471,0.078783517,0.005390836,-0.023006135,-0.042728636,0.005032351,0.01083815,-0.063550037,-0.040442999,0.010055256,-0.038631672,0.031479576,0.08454944,0.255989404,0.519716621,0.218974602,0.284945365,0.08003108
